,math_placement_score,hsgpa,NonTC,Mix,APOnly,STEM,NONSTEM,Female,Male,Caucasian,Black,Multirace,Hispanic,AsiPac,Asian,Native,HawaiiPac,Other,8 or less,10 or less,12 or less
2338,1.4874251955828257,0.9259490612855983,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1
2340,0.4120167304823758,-1.6475442596367398,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1
2342,0.23278198629896754,0.2598989268676315,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
2344,-0.12568750206784893,-0.3491352427363453,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1
2345,-1.3803307113517072,0.1666000753538307,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2346,0.23278198629896754,0.8145087664218914,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
2348,-0.3049222462512574,0.23657421398918044,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
2350,1.1289557072160092,0.1666000753538307,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2351,-0.6633917346180739,0.18733315346800866,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1
2353,-0.6633917346180739,1.3587520669190623,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
2357,1.1289557072160092,0.5734867333445729,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
2360,-0.48415699043466537,0.11476738006838579,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2361,-0.48415699043466537,-0.491675154771319,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2362,0.7704862188491928,0.2702654659247205,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,1
2365,2.5628336606832756,1.3587520669190623,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
2366,0.23278198629896754,-0.17031244400156062,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2369,-0.12568750206784893,-1.7512096502076298,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2376,-0.12568750206784893,0.6201361591014728,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1
2377,2.025129428133051,0.15105026676819663,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
2378,0.4120167304823758,0.19251642299655256,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
2379,0.591251474665784,-0.14439609635883874,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1
2381,-0.3049222462512574,0.06293468478294088,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1
2382,0.4120167304823758,0.6745604891511907,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
2383,1.3081904513994176,1.3587520669190623,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,1
2384,0.23278198629896754,1.0736722428491159,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
2385,-0.48415699043466537,1.1773376334200059,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2387,-0.3049222462512574,-2.0881221695630208,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2390,-1.3803307113517072,-0.40355957278606325,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1
2393,-1.0218612229848907,0.20806623158218662,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
2394,-0.48415699043466537,-1.3624644355667923,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2395,1.666659939766234,0.495737690416405,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
2396,-0.6633917346180739,0.1717833448823746,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1
2397,-0.48415699043466537,1.1306882076631048,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,1
2400,-1.0218612229848907,0.18214988393946474,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2401,1.8458946839496422,0.28322363974608145,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2402,1.1289557072160092,1.3587520669190623,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1
2404,-1.5595654555351153,-0.8130378655410775,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2405,-1.0218612229848907,-2.969277989415583,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2406,0.4120167304823758,0.18733315346800866,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1
2408,-1.7388001997185238,1.3587520669190623,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1
2411,0.053547242115559314,-1.564611947180028,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1
2412,-0.3049222462512574,1.3587520669190623,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
2413,1.3081904513994176,0.8404251140646133,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1
2415,-0.48415699043466537,-2.2695366030620776,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2416,1.3081904513994176,-0.0666470534306708,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1
2420,-0.8426264788014821,-0.37764322514334026,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1
2421,1.3081904513994176,-0.7404720921414546,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1
2424,-0.6633917346180739,0.3220981612101654,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1
2426,0.4120167304823758,0.06293468478294088,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1
2430,-0.6633917346180739,-2.4509510365611353,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
2431,0.053547242115559314,-1.4687214609019552,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2434,0.4120167304823758,0.9181741569927813,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1
2435,-0.12568750206784893,0.7834091492506244,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
2439,-0.12568750206784893,0.41280537795969313,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1
2442,0.23278198629896754,1.3587520669190623,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
2444,-0.8426264788014821,0.6330943329228348,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2446,0.053547242115559314,-1.4194804003807822,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1
2447,1.3081904513994176,1.7267642034457193,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
2448,-0.12568750206784893,-0.1314379225374778,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1
2449,-1.0218612229848907,1.3587520669190623,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
2450,-1.2010959671682988,-1.2328826973531806,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2451,-1.2010959671682988,-1.4920461737804052,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
2452,-1.7388001997185238,-0.8804203694121553,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
2454,-1.0218612229848907,-0.08219686201630486,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1
2456,-0.12568750206784893,0.06293468478294088,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1
2459,1.4874251955828257,1.3587520669190623,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1
2463,-0.6633917346180739,0.18474151870373554,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1
2464,-0.8426264788014821,1.3665269712118793,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1
2465,-0.48415699043466537,1.3587520669190623,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1
2467,0.949720963032601,0.42058028225251015,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1
2468,-0.48415699043466537,0.2780403702175375,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1
2469,0.053547242115559314,0.7626760711364465,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1
2470,-0.3049222462512574,-0.8026713264839873,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
2471,1.4874251955828257,0.42058028225251015,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1
2472,0.4120167304823758,1.2265786939411776,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1
2474,-1.3803307113517072,-0.540916215292492,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
2475,-0.6633917346180739,-1.1577252891892857,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2476,-0.12568750206784893,-0.36986832085052324,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
2478,-0.48415699043466537,0.995923199920948,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1
2479,0.053547242115559314,0.011101989497495975,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
2480,-0.6633917346180739,-1.989640048520675,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1
2482,-1.9180349439019322,-1.528329060480216,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1
2484,-0.6633917346180739,-0.509816598121225,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
2485,-1.3803307113517072,0.503512594709222,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1
2486,1.666659939766234,0.9181741569927813,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1
2487,-0.12568750206784893,0.55793692475894,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2488,-0.8426264788014821,0.3998472041383322,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2490,-1.3803307113517072,-0.7923047874268995,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1
2491,0.053547242115559314,0.8145087664218914,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
2492,-0.48415699043466537,-0.3517268775006184,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
2493,-0.12568750206784893,-1.0903427853182068,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2494,-0.6633917346180739,0.29099854403889847,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1
2495,-0.8426264788014821,-0.5149998676497701,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1
2496,0.053547242115559314,-2.528700079489302,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1
2497,-1.0218612229848907,0.7108433758510017,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
2501,1.1289557072160092,-0.17031244400156062,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2502,0.053547242115559314,0.6175445243372008,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1
2504,0.4120167304823758,1.3587520669190623,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1
2505,0.4120167304823758,1.1255049381345608,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2507,0.4120167304823758,1.8770790197735114,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1
2508,-0.3049222462512574,-0.19622879164428364,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1
2510,1.3081904513994176,0.9181741569927813,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
2512,-0.12568750206784893,-1.162908558717831,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1
2513,0.053547242115559314,0.43353845607387226,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1
2514,-0.48415699043466537,-0.22214513928700552,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
2515,-0.12568750206784893,0.6175445243372008,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1
2518,-0.3049222462512574,0.14068372771110765,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2520,-0.6633917346180739,1.047755895206393,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1
2521,-0.3049222462512574,0.495737690416405,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1
2522,0.053547242115559314,-0.2169618697584616,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
2524,-0.48415699043466537,0.19251642299655256,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1
2525,0.591251474665784,1.3587520669190623,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
2526,2.025129428133051,1.3587520669190623,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
2527,-0.3049222462512574,-0.014814358145225902,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1
2529,0.591251474665784,-0.0666470534306708,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1
2530,-0.3049222462512574,-2.2332537163622668,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2534,0.23278198629896754,0.3739308564956103,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
2535,-0.12568750206784893,-0.5227747719425871,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2536,-0.12568750206784893,-1.4142971308522372,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1
2538,-0.8426264788014821,-0.7715717093127216,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1
2540,0.4120167304823758,0.995923199920948,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
2543,-0.12568750206784893,-2.7360308606310815,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1
2545,1.1289557072160092,-0.3672766860862524,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1
2546,-0.48415699043466537,0.06293468478294088,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1
2547,-1.2010959671682988,-0.5849740062851199,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1
2548,0.23278198629896754,0.23657421398918044,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1
2550,-0.12568750206784893,0.45167989942377706,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
2551,0.7704862188491928,0.5346122118804889,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1
2553,0.23278198629896754,-0.48130861571423006,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1
2554,2.383598916499868,-0.533141310999675,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1
2555,0.4120167304823758,1.3587520669190623,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
2556,2.2043641723164593,1.3587520669190623,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1
2557,-1.3803307113517072,-0.14439609635883874,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2558,-0.48415699043466537,0.0862593976613908,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
2559,0.23278198629896754,-0.09256340107339384,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1
2561,-0.12568750206784893,-0.8622789260622492,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1
2563,0.053547242115559314,0.19251642299655256,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2564,-0.12568750206784893,-0.11847974871611572,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1
2565,1.1289557072160092,1.3354273540406125,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
2566,1.4874251955828257,1.2317619634697226,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
2567,-0.3049222462512574,1.1514212857772828,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1
2569,-0.3049222462512574,0.495737690416405,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2570,0.949720963032601,-0.18586225258719466,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1
2571,1.4874251955828257,0.7263931844366357,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1
2573,-1.0218612229848907,-0.4968584242998641,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2574,-0.48415699043466537,0.6175445243372008,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
2575,-0.48415699043466537,1.3587520669190623,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1
2576,-0.6633917346180739,-0.3258105298578953,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1
2577,0.949720963032601,0.7367597234937235,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1
2579,2.025129428133051,1.6982562210387269,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1
2580,-1.3803307113517072,-0.7715717093127216,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1
2583,-0.12568750206784893,0.2184327706392756,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1
2584,-0.8426264788014821,1.7215809339171755,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1
2586,-0.3049222462512574,0.5812616376373899,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1
2589,0.7704862188491928,1.1669710943629168,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1
2591,0.053547242115559314,1.1773376334200059,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2593,1.1289557072160092,-0.7067808402059145,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1
2597,-0.48415699043466537,-0.19622879164428364,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2601,-0.12568750206784893,0.8404251140646133,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1
2602,-0.3049222462512574,-0.29730254745090035,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1
2603,0.7704862188491928,-0.6186652582206588,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
2604,-1.2010959671682988,-0.5849740062851199,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1
2607,-0.12568750206784893,0.7108433758510017,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1
2615,-0.3049222462512574,0.5190624032948561,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1
2616,0.949720963032601,1.3587520669190623,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2617,1.666659939766234,-1.7434347459148125,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1
2618,0.949720963032601,1.1514212857772828,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
2621,-0.48415699043466537,0.5890365419302069,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
2622,2.2043641723164593,0.6071779852801118,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
2623,0.23278198629896754,0.995923199920948,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1
2624,0.591251474665784,-1.8807913884212413,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2625,2.025129428133051,1.3587520669190623,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1
2626,-0.48415699043466537,-0.5849740062851199,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1
2627,-0.12568750206784893,0.8145087664218914,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
2629,1.4874251955828257,0.2702654659247205,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
2630,-1.5595654555351153,-0.18845388735146662,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1
2632,-0.6633917346180739,-1.017777011918584,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1
2633,-0.6633917346180739,-1.517962521423127,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1
2634,-1.3803307113517072,-0.9296614299333282,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1
2635,1.1289557072160092,-1.6993769549221847,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2636,-0.8426264788014821,0.3765224912598834,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1
2637,-0.8426264788014821,0.06293468478294088,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
2639,0.591251474665784,1.3146942759264344,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2640,1.3081904513994176,0.8145087664218914,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2643,0.7704862188491928,-1.4402134784949603,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
2646,1.1289557072160092,0.037018337140219,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
2647,0.7704862188491928,0.34801450885288726,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1
2649,1.666659939766234,0.6641939500941006,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1
2650,-0.3049222462512574,0.042201606668762916,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1
2653,-0.12568750206784893,0.7108433758510017,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
2654,2.025129428133051,0.4724129775379551,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1
2656,0.053547242115559314,-0.5564660238781248,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1
2657,-0.48415699043466537,1.3069193716336174,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1
2660,-1.0218612229848907,0.06293468478294088,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1
2664,0.23278198629896754,-1.079976246261119,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1
2665,-1.2010959671682988,-0.07442195772348784,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1
2666,0.4120167304823758,1.5012919789540349,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1
2667,0.4120167304823758,-1.09293442008248,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1
2670,1.666659939766234,0.31432325691734836,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1
2673,0.7704862188491928,1.3587520669190623,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
2674,0.949720963032601,0.6330943329228348,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1
2675,0.23278198629896754,0.7756342449578074,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1
2676,-0.8426264788014821,-0.491675154771319,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
2677,0.949720963032601,0.8482000183574303,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1
2679,-0.48415699043466537,0.49314605565213415,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
2680,-1.0218612229848907,-0.12625465300893274,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
2682,-0.6633917346180739,-1.3857891484452423,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
2683,-0.3049222462512574,0.38429739555269815,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1
2684,-0.3049222462512574,0.9700068522782261,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
2687,1.3081904513994176,1.047755895206393,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1
2689,-0.12568750206784893,0.4464966298952332,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
2690,-1.2010959671682988,-0.9218865256405112,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
2691,-1.3803307113517072,0.1666000753538307,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2692,-1.3803307113517072,-1.025551916211401,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2693,0.053547242115559314,0.3998472041383322,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1
2698,0.7704862188491928,1.3587520669190623,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
2699,-0.12568750206784893,0.011101989497495975,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1
2700,-0.12568750206784893,1.2032539810627276,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1
2701,-0.8426264788014821,-0.14439609635883874,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1
2702,0.053547242115559314,1.509066883246852,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1
2703,0.7704862188491928,-0.22214513928700552,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
2704,1.666659939766234,1.2032539810627276,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
2705,1.1289557072160092,-0.6497648753919257,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2706,0.053547242115559314,-0.04591397531649285,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
2707,1.1289557072160092,0.3998472041383322,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
2708,1.8458946839496422,0.34801450885288726,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2710,-0.48415699043466537,0.31432325691734836,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1
2712,-0.6633917346180739,-0.36986832085052324,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1
2713,-1.7388001997185238,0.06293468478294088,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1
2715,-1.2010959671682988,-1.8548750407785195,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2716,-1.2010959671682988,-0.7145557444987315,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2717,-0.6633917346180739,0.011101989497495975,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1
